51 0 382 40 45 5 . 60.1 . 70 74.1 78.7 79.3 . 93.3
52 0 345 41 45 3 54.7 61.3 67.8 72.5 76 81.1 83.6 88.9 .
53 1 448 38 47 12 56.8 61.8 67.2 72.3 76.7 79.8 82.6 86.4 95.6
54 0 372 24 25 6 55.1 61.2 68.5 72.4 78.2 82.6 . 91.8 101
55 1 312 22 29 14 51.8 56.7 . 69.1 71.9 75.7 77.7 82.9 89.2
56 0 436 33 43 15 57.7 64 72.8 78.3 81.5 85.8 88.9 93 104.1
57 0 314 24 25 8 . 59.4 66.4 69.4 . . . . .
58 0 360 17 19 40 56 63.3 70.8 75.8 79.1 80.6 87 . 106
59 1 353 17 20 8 53.5 60.9 64 68.3 72 76.8 78.1 . 94.6
60 1 . . . . 55.9 61.6 68 72.9 76.2 79.4 . 87 99.1
61 0 . . . . 49.5 56.2 64.2 68.5 72 . 76.2 81.3 89.2
62 0 . . . . 52.8 60 67.6 73.5 76.5 79.9 83.2 88.9 98.1
63 1 . . . . 50 56.2 64.3 69.5 . . . . .
64 1 . . . . 54.1 59.7 67.2 68.6 73.5 76.2 77.9 83.8 93.4
65 1 . . . . 56 61.5 67.8 72 75.9 78.6 82.3 88 97.6
66 0 . . . . 53.1 59.8 67.2 72.5 75.8 77.8 80 86.4 95.1
67 1 . . . . 52.8 . 65.3 69.6 72.2 76.6 80 87.2 95.3
68 1 . . . . 53.9 . . . . . . . .
69 0 . . . . 55.9 63 70.1 74.6 78.8 . 85.4 91.3 101
70 1 . . . . 52.7 60.8 65 69.8 74 77.2 . 83.2 92.7
71 1 . . . . . . 69 . 75.6 . 83.8 89 99.4
72 0 . . . . . . . 75.5 . . 84.5 . .
73 0 . . . . . 59.2 . . . . . . .
74 1 . . . . 65.7 . 72 75.2 79.4 . 82.3 89.6 100
75 0 . . . . . . . . 76.4 . 83.2 88.3 97.8
76 0 . . . . . 65.6 . . . . . . .
77 1 . . . . . . 66.9 . . . . . .
78 1 272 36 35 2 51 57 64.7 69.6 74.3 78.9 79.7 89.2 96.8
79 1 283 36 35 2 51.5 57.7 66.1 69.8 74.1 78.3 81 87.6 96.8
80 1 252 28 30 25 . 59 67.2 69.6 73.8 . . . 95.9
81 1 244 28 30 27 . 59.5 66.7 70 74 . . . 96.2
82 0 . . . . 52 58.2 . . 73.8 . 80.8 85.2 94.8
83 1 . . . . 51.1 58.3 . . 75.6 . 82.8 88.4 98.8
84 1 . . . . 50.9 57.5 . . 75.6 . 82.3 88.1 98
